field_id,crop,time,expected_et,expected_eto,expected_etof
CA_244000,47,2024-01-01,0.587,0.747,0.786
CA_244000,47,2024-01-02,0.653,0.838,0.779
CA_244000,47,2024-01-03,1.371,1.774,0.772
CA_244000,47,2024-01-04,1.298,1.695,0.766
CA_244000,47,2024-01-05,0.885,1.166,0.759
CA_244000,47,2024-01-06,0.867,1.152,0.752
CA_244000,47,2024-01-07,1.015,1.361,0.746
CA_244000,47,2024-01-08,0.784,1.061,0.739
CA_244000,47,2024-01-09,0.69,0.942,0.732
CA_244000,47,2024-01-10,1.206,1.662,0.726
CA_244000,47,2024-01-11,0.993,1.381,0.719
CA_244000,47,2024-01-12,0.689,0.962,0.716
CA_244000,47,2024-01-13,0.632,0.885,0.714
CA_244000,47,2024-01-14,0.968,1.361,0.711
CA_244000,47,2024-01-15,0.718,1.014,0.708
CA_244000,47,2024-01-16,0.591,0.838,0.706
CA_244000,47,2024-01-17,0.736,1.047,0.703
CA_244000,47,2024-01-18,0.734,1.047,0.701
CA_244000,47,2024-01-19,0.764,1.094,0.698
CA_244000,47,2024-01-20,0.824,1.186,0.695
CA_244000,47,2024-01-21,0.87,1.257,0.693
CA_244000,47,2024-01-22,0.795,1.152,0.69
CA_244000,47,2024-01-23,0.917,1.334,0.687
CA_244000,47,2024-01-24,0.502,0.733,0.685
CA_244000,47,2024-01-25,0.857,1.257,0.682
CA_244000,47,2024-01-26,0.996,1.466,0.679
CA_244000,47,2024-01-27,0.898,1.328,0.677
CA_244000,47,2024-01-28,0.907,1.361,0.666
CA_244000,47,2024-01-29,0.962,1.466,0.656
CA_244000,47,2024-01-30,1.151,1.78,0.646
CA_244000,47,2024-01-31,1.67,2.624,0.636
CA_244000,47,2024-02-01,1.025,1.637,0.626
CA_244000,47,2024-02-02,1.143,1.855,0.616
CA_244000,47,2024-02-03,0.879,1.451,0.606
CA_244000,47,2024-02-04,1.028,1.726,0.596
CA_244000,47,2024-02-05,1.019,1.739,0.586
CA_244000,47,2024-02-06,0.825,1.432,0.576
CA_244000,47,2024-02-07,0.876,1.548,0.566
CA_244000,47,2024-02-08,0.724,1.303,0.556
CA_244000,47,2024-02-09,0.781,1.432,0.546
CA_244000,47,2024-02-10,0.767,1.432,0.535
CA_244000,47,2024-02-11,0.899,1.712,0.525
CA_244000,47,2024-02-12,0.896,1.739,0.515
CA_244000,47,2024-02-13,0.84,1.637,0.513
CA_244000,47,2024-02-14,0.942,1.841,0.512
CA_244000,47,2024-02-15,0.678,1.33,0.51
CA_244000,47,2024-02-16,0.789,1.554,0.508
CA_244000,47,2024-02-17,0.673,1.33,0.506
CA_244000,47,2024-02-18,1.032,2.046,0.504
CA_244000,47,2024-02-19,1.131,2.25,0.502
CA_244000,47,2024-02-20,1.062,2.121,0.501
CA_244000,47,2024-02-21,0.98,1.943,0.504
CA_244000,47,2024-02-22,1.201,2.366,0.507
CA_244000,47,2024-02-23,1.098,2.148,0.511
CA_244000,47,2024-02-24,0.842,1.637,0.514
CA_244000,47,2024-02-25,1.099,2.121,0.518
CA_244000,47,2024-02-26,1.127,2.161,0.521
CA_244000,47,2024-02-27,1.117,2.129,0.525
CA_244000,47,2024-02-28,1.304,2.468,0.528
CA_244000,47,2024-02-29,1.266,2.468,0.513
CA_244000,47,2024-03-01,0.883,1.774,0.498
CA_244000,47,2024-03-02,0.904,1.874,0.482
CA_244000,47,2024-03-03,0.782,1.674,0.467
CA_244000,47,2024-03-04,0.936,2.074,0.452
CA_244000,47,2024-03-05,0.916,2.1,0.436
CA_244000,47,2024-03-06,0.85,2.019,0.421
CA_244000,47,2024-03-07,0.973,2.4,0.405
CA_244000,47,2024-03-08,1.004,2.574,0.39
CA_244000,47,2024-03-09,0.975,2.601,0.375
CA_244000,47,2024-03-10,1.078,3.001,0.359
CA_244000,47,2024-03-11,1.071,3.114,0.344
CA_244000,47,2024-03-12,0.756,2.3,0.329
CA_244000,47,2024-03-13,0.815,2.601,0.313
CA_244000,47,2024-03-14,1.023,3.432,0.298
CA_244000,47,2024-03-15,0.925,3.274,0.283
CA_244000,47,2024-03-16,0.903,3.487,0.259
CA_244000,47,2024-03-17,0.85,3.614,0.235
CA_244000,47,2024-03-18,0.743,3.514,0.211
CA_244000,47,2024-03-19,0.695,3.706,0.188
CA_244000,47,2024-03-20,0.705,4.301,0.164
CA_244000,47,2024-03-21,0.564,4.027,0.14
CA_244000,47,2024-03-22,0.441,3.793,0.116
CA_244000,47,2024-03-23,0.232,2.5,0.093
CA_244000,47,2024-03-24,0.419,2.94,0.142
CA_244000,47,2024-03-25,0.638,3.319,0.192
CA_244000,47,2024-03-26,0.927,3.827,0.242
CA_244000,47,2024-03-27,0.897,3.074,0.292
CA_244000,47,2024-03-28,1.03,3.014,0.342
CA_244000,47,2024-03-29,0.945,2.414,0.392
CA_244000,47,2024-03-30,1.154,2.614,0.441
CA_244000,47,2024-03-31,1.458,2.968,0.491
CA_244000,47,2024-04-01,1.832,3.865,0.474
CA_244000,47,2024-04-02,1.729,3.785,0.457
CA_244000,47,2024-04-03,2.041,4.645,0.439
CA_244000,47,2024-04-04,1.054,2.496,0.422
CA_244000,47,2024-04-05,1.106,2.73,0.405
CA_244000,47,2024-04-06,1.381,3.562,0.388
CA_244000,47,2024-04-07,1.469,3.965,0.37
CA_244000,47,2024-04-08,1.435,4.064,0.353
CA_244000,47,2024-04-09,1.567,4.262,0.368
CA_244000,47,2024-04-10,1.846,4.83,0.382
CA_244000,47,2024-04-11,1.816,4.578,0.397
CA_244000,47,2024-04-12,2.498,6.077,0.411
CA_244000,47,2024-04-13,0.796,1.87,0.426
CA_244000,47,2024-04-14,1.003,2.28,0.44
CA_244000,47,2024-04-15,1.351,2.973,0.454
CA_244000,47,2024-04-16,1.986,4.236,0.469
CA_244000,47,2024-04-17,2.107,4.473,0.471
CA_244000,47,2024-04-18,2.151,4.546,0.473
CA_244000,47,2024-04-19,2.626,5.524,0.475
CA_244000,47,2024-04-20,2.732,5.722,0.477
CA_244000,47,2024-04-21,2.624,5.47,0.48
