field_id,crop,time,expected_et,expected_eto,expected_etof
CA_244113,47,2024-01-01,0.383,0.927,0.413
CA_244113,47,2024-01-02,0.315,0.721,0.437
CA_244113,47,2024-01-03,0.664,1.442,0.461
CA_244113,47,2024-01-04,0.838,1.853,0.452
CA_244113,47,2024-01-05,0.502,1.133,0.443
CA_244113,47,2024-01-06,0.448,1.03,0.435
CA_244113,47,2024-01-07,0.614,1.442,0.426
CA_244113,47,2024-01-08,0.43,1.03,0.418
CA_244113,47,2024-01-09,0.427,1.172,0.485
CA_244113,47,2024-01-10,0.41,1.12,0.501
CA_244113,47,2024-01-11,0.416,1.133,0.515
CA_244113,47,2024-01-12,0.393,1.069,0.526
CA_244113,47,2024-01-13,0.417,1.133,0.536
CA_244113,47,2024-01-14,0.418,1.133,0.543
CA_244113,47,2024-01-15,0.404,1.094,0.548
CA_244113,47,2024-01-16,0.39,1.056,0.552
CA_244113,47,2024-01-17,0.408,1.107,0.553
CA_244113,47,2024-01-18,0.423,1.146,0.557
CA_244113,47,2024-01-19,0.437,1.184,0.564
CA_244113,47,2024-01-20,0.471,1.275,0.575
CA_244113,47,2024-01-21,0.509,1.378,0.589
CA_244113,47,2024-01-22,0.523,1.416,0.606
CA_244113,47,2024-01-23,0.574,1.493,0.626
CA_244113,47,2024-01-24,0.645,1.609,0.649
CA_244113,47,2024-01-25,0.664,1.596,0.675
CA_244113,47,2024-01-26,0.692,1.609,0.704
CA_244113,47,2024-01-27,0.728,1.635,0.734
CA_244113,47,2024-01-28,0.753,1.622,0.764
CA_244113,47,2024-01-29,0.763,1.555,0.793
CA_244113,47,2024-01-30,0.826,1.604,0.822
CA_244113,47,2024-01-31,0.87,1.64,0.852
CA_244113,47,2024-02-01,0.883,1.638,0.881
CA_244113,47,2024-02-02,0.933,1.738,0.911
CA_244113,47,2024-02-03,0.957,1.812,0.905
CA_244113,47,2024-02-04,0.978,1.912,0.896
CA_244113,47,2024-02-05,0.988,2.025,0.884
CA_244113,47,2024-02-06,0.986,2.165,0.868
CA_244113,47,2024-02-07,0.956,2.305,0.85
CA_244113,47,2024-02-08,0.927,2.42,0.828
CA_244113,47,2024-02-09,0.88,2.445,0.803
CA_244113,47,2024-02-10,0.833,2.458,0.775
CA_244113,47,2024-02-11,0.811,2.496,0.778
CA_244113,47,2024-02-12,0.817,2.598,0.782
CA_244113,47,2024-02-13,0.814,2.636,0.786
CA_244113,47,2024-02-14,0.8,2.598,0.789
CA_244113,47,2024-02-15,0.823,2.623,0.793
CA_244113,47,2024-02-16,0.78,2.56,0.796
CA_244113,47,2024-02-17,0.768,2.585,0.8
CA_244113,47,2024-02-18,0.745,2.572,0.804
CA_244113,47,2024-02-19,0.741,2.623,0.807
CA_244113,47,2024-02-20,0.7,2.547,0.811
CA_244113,47,2024-02-21,0.68,2.534,0.816
CA_244113,47,2024-02-22,0.67,2.547,0.821
CA_244113,47,2024-02-23,0.598,2.343,0.827
CA_244113,47,2024-02-24,0.579,2.241,0.833
CA_244113,47,2024-02-25,0.588,2.241,0.84
CA_244113,47,2024-02-26,0.606,2.275,0.848
