forecasting_date,match_window,match_variable,level_3,field_id,crop,mae,rmse,corr,bias,skill_score,c_mae,c_bias,variable
2024-06-24,90,None,4,CA_246341,47,0.26,0.19,-0.12,0.26,-1.0,0.07896296296296296,,ETof
2024-06-24,90,None,5,CA_246587,47,0.28,0.21,-0.26,-0.28,-1.0,0.06499999999999999,,ETof
2024-06-24,90,None,6,CA_246614,47,0.12,0.1,0.58,-0.12,-1.0,0.029870370370370398,,ETof
2024-06-24,90,None,7,CA_246801,47,0.44,0.34,-0.41,0.44,-1.0,0.1167777777777778,,ETof
2024-06-24,90,None,8,CA_246992,47,0.06,0.05,0.6,-0.06,0.28,0.04957407407407416,,ETof
2024-06-24,90,None,9,CA_247537,47,0.02,0.02,-0.79,0.02,-1.0,0.005740740740740741,,ETof
2024-06-24,90,None,10,CA_247548,61,0.04,0.03,0.94,-0.02,0.02,0.012999999999999998,,ETof
2024-06-24,90,None,11,CA_247823,69,0.28,0.15,-0.96,0.28,0.97,0.43937037037037036,,ETof
2024-06-24,90,None,12,CA_247968,61,0.27,0.22,0.59,-0.27,-0.56,0.14774074074074073,,ETof
2024-06-24,90,None,13,CA_248688,61,0.23,0.15,-0.88,0.23,-1.0,0.05990740740740741,,ETof
2024-06-24,90,None,14,CA_248689,47,0.07,0.06,0.99,0.07,-0.38,0.03768518518518519,,ETof
2024-06-24,90,None,15,CA_248737,47,0.11,0.1,0.68,0.11,-0.16,0.07614814814814817,,ETof
2024-06-24,90,None,16,CA_249254,47,0.16,0.1,-0.97,0.16,-1.0,0.018462962962962962,,ETof
2024-06-24,90,None,17,CA_249462,69,0.04,0.05,-0.71,-0.03,0.98,0.3257962962962963,,ETof
2024-06-24,90,None,18,CA_249468,69,0.46,0.23,-0.95,0.46,-1.0,0.07474074074074073,,ETof
2024-06-24,90,None,19,CA_249601,69,0.07,0.05,0.75,0.07,0.83,0.0901111111111111,,ETof
2024-06-24,90,None,20,CA_249694,69,0.52,0.47,0.43,-0.52,-1.0,0.20300000000000004,,ETof
2024-06-24,90,None,21,CA_249783,69,0.23,0.16,0.99,-0.23,0.51,0.16340740740740742,,ETof
2024-06-24,90,None,22,CA_249856,69,0.17,0.14,-0.4,-0.17,0.9,0.347,,ETof
2024-06-24,90,None,23,CA_249946,61,0.47,0.36,0.89,0.47,-1.0,0.18362962962962967,,ETof
2024-06-24,90,None,24,CA_250212,69,0.01,0.01,0.05,-0.0,0.97,0.051370370370370344,,ETof
2024-06-24,90,None,25,CA_250290,69,0.05,0.04,0.97,0.05,0.97,0.20790740740740746,,ETof
2024-06-24,90,None,26,CA_250502,47,0.15,0.15,0.95,0.15,-0.25,0.12231481481481482,,ETof
2024-06-24,90,None,27,CA_251400,47,0.31,0.17,-0.89,-0.31,-0.49,0.07748148148148148,,ETof
2024-06-24,90,None,28,CA_252567,47,0.01,0.01,-0.54,-0.0,1.0,0.22625925925925927,,ETof
2024-06-24,90,None,29,CA_252577,47,0.01,0.01,-0.94,-0.01,1.0,0.3603518518518518,,ETof
2024-06-24,90,None,30,CA_252621,47,0.04,0.04,0.98,-0.04,0.68,0.055537037037036975,,ETof
2024-06-24,90,None,31,CA_253072,47,0.03,0.03,-0.2,0.02,1.0,0.30994444444444447,,ETof
2024-06-24,90,None,32,CA_253554,47,0.67,0.25,-0.98,0.67,0.96,0.5046851851851852,,ETof
2024-06-24,90,None,33,CA_253625,47,0.01,0.01,-0.96,0.0,0.66,0.013444444444444406,,ETof
2024-06-24,90,None,34,CA_253715,47,0.01,0.01,0.86,-0.0,0.57,0.010907407407407402,,ETof
2024-06-24,90,None,35,CA_253873,47,0.02,0.03,0.77,0.02,0.9,0.08009259259259255,,ETof
2024-06-24,90,None,36,CA_254360,47,0.08,0.06,-0.96,0.08,0.95,0.21507407407407406,,ETof
2024-06-24,90,None,37,CA_254518,47,0.12,0.1,0.49,0.12,0.29,0.10357407407407408,,ETof
2024-06-24,90,None,38,CA_254559,47,1.66,0.96,0.84,1.66,-0.08,0.5298703703703703,,ETof
2024-06-24,90,None,39,CA_254644,47,0.03,0.03,-0.44,-0.03,0.99,0.3908518518518518,,ETof
2024-06-24,90,None,40,CA_254907,47,0.13,0.11,-0.99,-0.13,0.91,0.30692592592592594,,ETof
2024-06-24,90,None,41,CA_255156,47,0.15,0.16,-0.39,0.15,-1.0,0.046925925925925926,,ETof
2024-06-24,90,None,42,CA_255325,47,0.37,0.28,-1.0,0.37,0.9,0.5669444444444445,,ETof
2024-06-24,90,None,43,CA_255613,47,0.01,0.01,0.41,-0.0,0.99,0.0793148148148148,,ETof
2024-06-24,90,None,44,CA_256638,47,0.23,0.15,0.51,-0.23,0.36,0.12874074074074074,,ETof
2024-06-24,90,None,45,CA_257473,47,0.1,0.1,0.1,0.1,0.87,0.2636111111111112,,ETof
2024-06-24,90,None,46,CA_257648,47,0.05,0.04,0.96,-0.05,-1.0,0.01648148148148154,,ETof
2024-06-24,90,None,47,CA_257744,47,0.17,0.15,-0.97,-0.17,-1.0,0.059666666666666625,,ETof
2024-06-24,90,None,48,CA_257756,47,0.14,0.12,-0.35,0.14,0.16,0.10575925925925929,,ETof
2024-06-24,90,None,49,CA_257924,47,0.13,0.12,-0.65,-0.13,-1.0,0.06116666666666674,,ETof
2024-06-24,90,None,50,CA_244113,47,0.14,0.38,-0.87,-0.07,-1.0,0.49207407407407383,,ETo
2024-06-24,90,None,51,CA_244387,61,0.11,0.22,0.75,-0.05,-0.72,0.31335185185185194,,ETo
2024-06-24,90,None,52,CA_244479,47,0.18,0.4,-0.78,0.08,-1.0,0.2182592592592593,,ETo
2024-06-24,90,None,53,CA_245292,47,0.23,0.54,-0.5,-0.23,-1.0,0.35785185185185203,,ETo
2024-06-24,90,None,54,CA_246341,47,0.23,0.6,-0.52,-0.22,-1.0,0.4874814814814818,,ETo
2024-06-24,90,None,55,CA_246587,47,0.18,0.46,-0.6,-0.14,-1.0,0.48624074074074075,,ETo
2024-06-24,90,None,56,CA_246614,47,0.16,0.41,-0.54,-0.07,-1.0,0.49703703703703733,,ETo
2024-06-24,90,None,57,CA_246801,47,0.17,0.43,-0.5,-0.12,-1.0,0.48874074074074053,,ETo
2024-06-24,90,None,58,CA_246992,47,0.23,0.61,0.13,-0.23,-1.0,0.6017777777777776,,ETo
2024-06-24,90,None,59,CA_247537,47,0.16,0.43,-0.57,-0.11,-1.0,0.4770925925925922,,ETo
2024-06-24,90,None,60,CA_247548,61,0.16,0.42,-0.57,-0.1,-1.0,0.5085370370370371,,ETo
2024-06-24,90,None,61,CA_247823,69,0.11,0.25,-0.18,-0.03,-0.45,0.36538888888888926,,ETo
2024-06-24,90,None,62,CA_247968,61,0.14,0.37,-0.43,0.07,-1.0,0.45329629629629703,,ETo
2024-06-24,90,None,63,CA_248688,61,0.14,0.38,-0.47,0.08,-1.0,0.41562962962962935,,ETo
2024-06-24,90,None,64,CA_248689,47,0.09,0.26,0.09,0.03,-0.13,0.4219629629629636,,ETo
2024-06-24,90,None,65,CA_248737,47,0.15,0.4,-0.02,0.11,-1.0,0.4410740740740737,,ETo
2024-06-24,90,None,66,CA_249254,47,0.09,0.23,0.37,-0.09,-0.52,0.34051851851851883,,ETo
2024-06-24,90,None,67,CA_249462,69,0.1,0.25,0.35,0.03,-0.41,0.377962962962963,,ETo
2024-06-24,90,None,68,CA_249468,69,0.1,0.23,0.3,-0.02,-0.15,0.4006481481481483,,ETo
2024-06-24,90,None,69,CA_249601,69,0.09,0.21,0.4,0.0,-0.18,0.35479629629629655,,ETo
2024-06-24,90,None,70,CA_249694,69,0.15,0.4,-0.46,0.08,-1.0,0.45692592592592574,,ETo
2024-06-24,90,None,71,CA_249783,69,0.1,0.26,-0.45,-0.01,-0.1,0.40435185185185213,,ETo
2024-06-24,90,None,72,CA_249856,69,0.15,0.38,-0.45,0.05,-0.87,0.46703703703703764,,ETo
2024-06-24,90,None,73,CA_249946,61,0.15,0.39,-0.45,0.09,-1.0,0.44459259259259243,,ETo
2024-06-24,90,None,74,CA_250212,69,0.1,0.25,0.3,-0.0,-0.08,0.4227777777777777,,ETo
2024-06-24,90,None,75,CA_250290,69,0.11,0.26,0.57,-0.11,-0.88,0.25255555555555587,,ETo
2024-06-24,90,None,76,CA_250502,47,0.07,0.19,0.41,-0.03,0.24,0.38266666666666715,,ETo
2024-06-24,90,None,77,CA_251400,47,0.25,0.61,-0.08,-0.25,-1.0,0.5265925925925926,,ETo
2024-06-24,90,None,78,CA_252567,47,0.08,0.19,0.58,-0.02,0.17,0.387518518518519,,ETo
2024-06-24,90,None,79,CA_252577,47,0.08,0.21,0.68,-0.04,0.27,0.4432962962962967,,ETo
2024-06-24,90,None,80,CA_252621,47,0.11,0.26,0.4,-0.06,-0.08,0.4659259259259259,,ETo
2024-06-24,90,None,81,CA_253072,47,0.09,0.21,0.73,-0.04,0.28,0.4655925925925928,,ETo
2024-06-24,90,None,82,CA_253554,47,0.09,0.23,0.67,-0.06,0.09,0.43929629629629635,,ETo
2024-06-24,90,None,83,CA_253625,47,0.1,0.22,0.12,-0.0,-0.24,0.37172222222222234,,ETo
2024-06-24,90,None,84,CA_253715,47,0.09,0.22,0.4,-0.0,-0.14,0.36461111111111144,,ETo
2024-06-24,90,None,85,CA_253873,47,0.23,0.55,-0.64,-0.23,-1.0,0.4007407407407408,,ETo
2024-06-24,90,None,86,CA_254360,47,0.09,0.22,0.25,-0.03,-0.1,0.37575925925925907,,ETo
2024-06-24,90,None,87,CA_254518,47,0.11,0.27,-0.07,-0.04,-0.42,0.41274074074074063,,ETo
2024-06-24,90,None,88,CA_254559,47,0.1,0.24,-0.02,-0.02,-0.13,0.430592592592592,,ETo
2024-06-24,90,None,89,CA_254644,47,0.09,0.22,-0.01,-0.04,-0.1,0.37738888888888916,,ETo
2024-06-24,90,None,90,CA_254907,47,0.09,0.25,-0.53,-0.01,-0.06,0.39746296296296285,,ETo
2024-06-24,90,None,91,CA_255156,47,0.13,0.3,-0.44,-0.01,-0.44,0.4484629629629631,,ETo
2024-06-24,90,None,92,CA_255325,47,0.12,0.29,-0.58,-0.0,-0.47,0.43353703703703744,,ETo
2024-06-24,90,None,93,CA_255613,47,0.11,0.26,-0.49,-0.02,-0.18,0.467870370370371,,ETo
2024-06-24,90,None,94,CA_256638,47,0.09,0.25,0.02,0.03,-0.15,0.3937407407407402,,ETo
2024-06-24,90,None,95,CA_257473,47,0.11,0.29,0.06,-0.01,-0.1,0.5028518518518518,,ETo
2024-06-24,90,None,96,CA_257648,47,0.12,0.33,-0.19,-0.04,-0.09,0.543574074074074,,ETo
2024-06-24,90,None,97,CA_257744,47,0.12,0.31,-0.25,-0.02,-0.14,0.5336296296296297,,ETo
2024-06-24,90,None,98,CA_257756,47,0.11,0.28,-0.07,-0.03,-0.14,0.48170370370370347,,ETo
2024-06-24,90,None,99,CA_257924,47,0.12,0.31,-0.25,-0.02,-0.14,0.5336296296296297,,ETo
2024-06-24,90,None,100,CA_244113,47,0.17,0.28,0.55,-0.14,0.24,0.24377777777777773,,ET
2024-06-24,90,None,101,CA_244387,61,0.11,0.19,0.01,0.11,-0.75,0.20077777777777775,,ET
2024-06-24,90,None,102,CA_244479,47,0.06,0.14,0.83,0.04,0.62,0.3742407407407408,,ET
2024-06-24,90,None,103,CA_245292,47,0.19,0.35,0.64,-0.19,0.33,0.6887037037037037,,ET
2024-06-24,90,None,104,CA_246341,47,0.14,0.18,0.01,0.06,0.89,0.5895740740740739,,ET
2024-06-24,90,None,105,CA_246587,47,0.29,0.53,-0.65,-0.18,-0.27,0.7040185185185187,,ET
2024-06-24,90,None,106,CA_246614,47,0.18,0.39,-0.06,-0.14,-0.61,0.4677592592592599,,ET
2024-06-24,90,None,107,CA_246801,47,0.69,1.2,-0.55,0.67,-1.0,0.8982592592592594,,ET
2024-06-24,90,None,108,CA_246992,47,0.15,0.33,-0.46,-0.05,0.08,0.438,,ET
2024-06-24,90,None,109,CA_247537,47,0.13,0.25,-0.55,-0.07,-1.0,0.17211111111111088,,ET
2024-06-24,90,None,110,CA_247548,61,0.1,0.15,0.1,-0.01,0.05,0.11353703703703706,,ET
2024-06-24,90,None,111,CA_247823,69,0.69,0.62,0.82,0.69,0.97,3.36987037037037,,ET
2024-06-24,90,None,112,CA_247968,61,0.69,1.26,-0.57,0.69,-1.0,1.0789444444444445,,ET
2024-06-24,90,None,113,CA_248688,61,0.44,0.59,0.31,-0.44,-0.95,0.5352962962962963,,ET
2024-06-24,90,None,114,CA_248689,47,0.09,0.19,0.38,-0.06,0.58,0.3825,,ET
2024-06-24,90,None,115,CA_248737,47,0.25,0.53,-0.33,0.23,-0.79,0.6861111111111112,,ET
2024-06-24,90,None,116,CA_249254,47,0.23,0.28,-0.96,0.23,-1.0,0.0977222222222222,,ET
2024-06-24,90,None,117,CA_249462,69,0.08,0.17,0.64,-0.08,0.99,2.462277777777778,,ET
2024-06-24,90,None,118,CA_249468,69,0.05,0.05,0.51,0.04,0.99,0.5321111111111111,,ET
2024-06-24,90,None,119,CA_249601,69,0.2,0.39,0.64,0.18,0.53,0.853851851851852,,ET
2024-06-24,90,None,120,CA_249694,69,0.19,0.47,0.45,0.16,0.7,1.649851851851852,,ET
2024-06-24,90,None,121,CA_249783,69,0.42,0.62,0.8,-0.42,0.53,1.307074074074074,,ET
2024-06-24,90,None,122,CA_249856,69,0.44,0.86,-0.44,-0.44,0.73,2.8713148148148147,,ET
2024-06-24,90,None,123,CA_249946,61,1.98,3.31,-0.89,1.98,-1.0,1.3687777777777779,,ET
2024-06-24,90,None,124,CA_250212,69,0.33,0.71,-0.3,-0.33,-1.0,0.6544259259259263,,ET
2024-06-24,90,None,125,CA_250290,69,0.13,0.21,0.84,0.13,0.93,1.1533518518518517,,ET
2024-06-24,90,None,126,CA_250502,47,0.43,0.91,-0.01,0.43,-1.0,0.6910555555555554,,ET
2024-06-24,90,None,127,CA_251400,47,0.32,0.38,-0.77,0.32,0.4,0.520037037037037,,ET
2024-06-24,90,None,128,CA_252567,47,0.05,0.06,-0.99,-0.01,1.0,1.7199629629629631,,ET
2024-06-24,90,None,129,CA_252577,47,0.46,1.0,-0.94,-0.46,0.52,3.0252407407407405,,ET
2024-06-24,90,None,130,CA_252621,47,0.19,0.41,0.64,-0.19,-0.09,0.6798333333333333,,ET
2024-06-24,90,None,131,CA_253072,47,0.18,0.28,-0.3,-0.18,0.97,2.186444444444444,,ET
2024-06-24,90,None,132,CA_253554,47,1.48,1.1,-0.62,1.48,0.95,3.672648148148148,,ET
2024-06-24,90,None,133,CA_253625,47,0.2,0.47,-0.64,-0.2,-1.0,0.3632407407407408,,ET
2024-06-24,90,None,134,CA_253715,47,0.2,0.44,0.35,-0.2,-1.0,0.2572037037037038,,ET
2024-06-24,90,None,135,CA_253873,47,0.1,0.22,0.16,0.0,0.23,0.4455740740740741,,ET
2024-06-24,90,None,136,CA_254360,47,0.16,0.37,-0.85,-0.15,0.87,1.770166666666667,,ET
2024-06-24,90,None,137,CA_254518,47,0.07,0.15,0.67,-0.01,0.87,0.6720555555555555,,ET
2024-06-24,90,None,138,CA_254559,47,3.55,3.68,0.77,3.55,0.08,3.977796296296296,,ET
2024-06-24,90,None,139,CA_254644,47,0.21,0.45,0.84,-0.21,0.91,3.2062407407407405,,ET
2024-06-24,90,None,140,CA_254907,47,0.19,0.38,0.52,-0.19,0.93,2.4535555555555555,,ET
2024-06-24,90,None,141,CA_255156,47,0.14,0.31,-0.96,0.0,-0.86,0.4285740740740738,,ET
2024-06-24,90,None,142,CA_255325,47,0.54,0.88,-0.93,0.47,0.93,4.353777777777778,,ET
2024-06-24,90,None,143,CA_255613,47,0.1,0.24,0.12,-0.04,0.05,0.44753703703703723,,ET
2024-06-24,90,None,144,CA_256638,47,0.51,0.68,-0.22,-0.51,0.21,0.9959444444444444,,ET
2024-06-24,90,None,145,CA_257473,47,0.12,0.28,-0.46,-0.01,0.93,2.2878148148148147,,ET
2024-06-24,90,None,146,CA_257648,47,0.18,0.38,0.23,-0.18,-1.0,0.26853703703703696,,ET
2024-06-24,90,None,147,CA_257744,47,0.15,0.34,-0.04,0.11,0.37,0.7078888888888892,,ET
2024-06-24,90,None,148,CA_257756,47,0.43,0.84,-0.43,0.43,-1.0,0.5940925925925927,,ET
2024-06-24,90,None,149,CA_257924,47,0.13,0.27,-0.56,0.02,0.59,0.6857962962962961,,ET
2024-06-24,90,ndvi,0,CA_244113,47,0.13,0.09,0.46,-0.13,-1.0,0.02166666666666667,,ETof
2024-06-24,90,ndvi,1,CA_244387,61,0.05,0.05,-0.85,0.04,0.53,0.054703703703703706,,ETof
2024-06-24,90,ndvi,2,CA_244479,47,0.22,0.24,-0.99,0.22,-1.0,0.06844444444444447,,ETof
2024-06-24,90,ndvi,3,CA_245292,47,0.06,0.05,0.91,0.06,0.68,0.07979629629629627,,ETof
2024-06-24,90,ndvi,4,CA_246341,47,0.07,0.05,-0.05,-0.06,0.86,0.07896296296296296,,ETof
2024-06-24,90,ndvi,5,CA_246587,47,0.13,0.1,-0.31,-0.13,-0.28,0.06499999999999999,,ETof
2024-06-24,90,ndvi,6,CA_246614,47,0.06,0.05,-0.91,-0.06,-0.85,0.029870370370370398,,ETof
2024-06-24,90,ndvi,7,CA_246801,47,0.44,0.34,-0.41,0.44,-1.0,0.1167777777777778,,ETof
2024-06-24,90,ndvi,8,CA_246992,47,0.06,0.05,0.6,-0.06,0.28,0.04957407407407416,,ETof
2024-06-24,90,ndvi,9,CA_247537,47,0.11,0.08,0.99,0.11,-1.0,0.005740740740740741,,ETof
2024-06-24,90,ndvi,10,CA_247548,61,0.1,0.07,1.0,0.1,-1.0,0.012999999999999998,,ETof
2024-06-24,90,ndvi,11,CA_247823,69,0.28,0.15,-0.96,0.28,0.97,0.43937037037037036,,ETof
2024-06-24,90,ndvi,12,CA_247968,61,0.47,0.39,-0.74,-0.47,-1.0,0.14774074074074073,,ETof
2024-06-24,90,ndvi,13,CA_248688,61,0.19,0.12,0.84,-0.19,-0.62,0.05990740740740741,,ETof
2024-06-24,90,ndvi,14,CA_248689,47,0.07,0.06,0.99,0.07,-0.38,0.03768518518518519,,ETof
2024-06-24,90,ndvi,15,CA_248737,47,0.17,0.15,0.75,0.17,-1.0,0.07614814814814817,,ETof
2024-06-24,90,ndvi,16,CA_249254,47,0.16,0.1,-0.97,0.16,-1.0,0.018462962962962962,,ETof
2024-06-24,90,ndvi,17,CA_249462,69,0.07,0.07,0.75,0.04,0.96,0.3257962962962963,,ETof
2024-06-24,90,ndvi,18,CA_249468,69,0.05,0.03,-0.82,0.05,0.96,0.07474074074074073,,ETof
2024-06-24,90,ndvi,19,CA_249601,69,0.08,0.06,0.7,0.08,0.76,0.0901111111111111,,ETof
2024-06-24,90,ndvi,20,CA_249694,69,0.52,0.47,0.43,-0.52,-1.0,0.20300000000000004,,ETof
2024-06-24,90,ndvi,21,CA_249783,69,0.23,0.16,0.99,-0.23,0.51,0.16340740740740742,,ETof
2024-06-24,90,ndvi,22,CA_249856,69,0.17,0.14,-0.4,-0.17,0.9,0.347,,ETof
2024-06-24,90,ndvi,23,CA_249946,61,0.47,0.36,0.89,0.47,-1.0,0.18362962962962967,,ETof
2024-06-24,90,ndvi,24,CA_250212,69,0.08,0.07,-0.48,-0.08,-0.29,0.051370370370370344,,ETof
2024-06-24,90,ndvi,25,CA_250290,69,0.05,0.04,0.97,0.05,0.97,0.20790740740740746,,ETof
2024-06-24,90,ndvi,26,CA_250502,47,0.15,0.15,0.95,0.15,-0.25,0.12231481481481482,,ETof
2024-06-24,90,ndvi,27,CA_251400,47,0.16,0.09,0.89,0.16,0.6,0.07748148148148148,,ETof
2024-06-24,90,ndvi,28,CA_252567,47,0.04,0.03,-0.4,0.04,0.99,0.22625925925925927,,ETof
2024-06-24,90,ndvi,29,CA_252577,47,0.01,0.01,-0.94,-0.01,1.0,0.3603518518518518,,ETof
2024-06-24,90,ndvi,30,CA_252621,47,0.04,0.04,-0.97,-0.04,0.69,0.055537037037036975,,ETof
2024-06-24,90,ndvi,31,CA_253072,47,0.03,0.03,-0.2,0.02,1.0,0.30994444444444447,,ETof
2024-06-24,90,ndvi,32,CA_253554,47,0.43,0.16,-0.88,0.43,0.99,0.5046851851851852,,ETof
2024-06-24,90,ndvi,33,CA_253625,47,0.03,0.03,0.99,0.03,-1.0,0.013444444444444406,,ETof
2024-06-24,90,ndvi,34,CA_253715,47,0.01,0.01,0.86,0.0,0.71,0.010907407407407402,,ETof
2024-06-24,90,ndvi,35,CA_253873,47,0.08,0.08,-0.86,0.08,0.03,0.08009259259259255,,ETof
2024-06-24,90,ndvi,36,CA_254360,47,0.08,0.06,-0.96,0.08,0.95,0.21507407407407406,,ETof
2024-06-24,90,ndvi,37,CA_254518,47,0.35,0.29,-0.47,0.35,-1.0,0.10357407407407408,,ETof
2024-06-24,90,ndvi,38,CA_254559,47,1.71,0.98,0.96,1.71,-0.15,0.5298703703703703,,ETof
2024-06-24,90,ndvi,39,CA_254644,47,0.03,0.03,-0.44,-0.03,0.99,0.3908518518518518,,ETof
2024-06-24,90,ndvi,40,CA_254907,47,0.08,0.07,-0.97,-0.08,0.96,0.30692592592592594,,ETof
2024-06-24,90,ndvi,41,CA_255156,47,0.05,0.05,0.3,0.05,0.04,0.046925925925925926,,ETof
2024-06-24,90,ndvi,42,CA_255325,47,0.37,0.28,-1.0,0.37,0.9,0.5669444444444445,,ETof
2024-06-24,90,ndvi,43,CA_255613,47,0.13,0.13,0.33,0.13,-1.0,0.0793148148148148,,ETof
2024-06-24,90,ndvi,44,CA_256638,47,0.59,0.4,0.22,0.59,-1.0,0.12874074074074074,,ETof
2024-06-24,90,ndvi,45,CA_257473,47,0.1,0.1,0.1,0.1,0.87,0.2636111111111112,,ETof
2024-06-24,90,ndvi,46,CA_257648,47,0.13,0.1,0.95,0.13,-1.0,0.01648148148148154,,ETof
2024-06-24,90,ndvi,47,CA_257744,47,0.02,0.02,-0.97,0.01,0.92,0.059666666666666625,,ETof
2024-06-24,90,ndvi,48,CA_257756,47,0.14,0.12,-0.35,0.14,0.16,0.10575925925925929,,ETof
2024-06-24,90,ndvi,49,CA_257924,47,0.03,0.03,0.63,0.03,0.75,0.06116666666666674,,ETof
2024-06-24,90,ndvi,50,CA_244113,47,0.16,0.4,0.36,-0.13,-1.0,0.49207407407407383,,ETo
2024-06-24,90,ndvi,51,CA_244387,61,0.17,0.36,-0.69,-0.02,-1.0,0.31335185185185194,,ETo
2024-06-24,90,ndvi,52,CA_244479,47,0.13,0.25,0.78,-0.13,-1.0,0.2182592592592593,,ETo
2024-06-24,90,ndvi,53,CA_245292,47,0.28,0.71,-0.67,-0.28,-1.0,0.35785185185185203,,ETo
2024-06-24,90,ndvi,54,CA_246341,47,0.27,0.66,0.54,0.27,-1.0,0.4874814814814818,,ETo
2024-06-24,90,ndvi,55,CA_246587,47,0.18,0.45,0.26,-0.16,-1.0,0.48624074074074075,,ETo
2024-06-24,90,ndvi,56,CA_246614,47,0.12,0.34,0.1,0.02,-0.89,0.49703703703703733,,ETo
2024-06-24,90,ndvi,57,CA_246801,47,0.32,0.85,-0.53,-0.31,-1.0,0.48874074074074053,,ETo
2024-06-24,90,ndvi,58,CA_246992,47,0.16,0.43,-0.57,-0.03,-0.48,0.6017777777777776,,ETo
2024-06-24,90,ndvi,59,CA_247537,47,0.3,0.83,-0.58,-0.3,-1.0,0.4770925925925922,,ETo
2024-06-24,90,ndvi,60,CA_247548,61,0.31,0.85,-0.55,-0.31,-1.0,0.5085370370370371,,ETo
2024-06-24,90,ndvi,61,CA_247823,69,0.27,0.7,-0.83,-0.27,-1.0,0.36538888888888926,,ETo
2024-06-24,90,ndvi,62,CA_247968,61,0.13,0.35,0.42,-0.09,-0.88,0.45329629629629703,,ETo
2024-06-24,90,ndvi,63,CA_248688,61,0.16,0.39,-0.42,-0.06,-1.0,0.41562962962962935,,ETo
2024-06-24,90,ndvi,64,CA_248689,47,0.24,0.62,-0.55,-0.24,-1.0,0.4219629629629636,,ETo
2024-06-24,90,ndvi,65,CA_248737,47,0.16,0.38,-0.44,-0.05,-1.0,0.4410740740740737,,ETo
2024-06-24,90,ndvi,66,CA_249254,47,0.24,0.62,-0.84,-0.24,-1.0,0.34051851851851883,,ETo
2024-06-24,90,ndvi,67,CA_249462,69,0.24,0.66,-0.91,-0.24,-1.0,0.377962962962963,,ETo
2024-06-24,90,ndvi,68,CA_249468,69,0.21,0.51,-0.47,-0.21,-1.0,0.4006481481481483,,ETo
2024-06-24,90,ndvi,69,CA_249601,69,0.25,0.65,-0.9,-0.25,-1.0,0.35479629629629655,,ETo
2024-06-24,90,ndvi,70,CA_249694,69,0.23,0.61,-0.26,-0.23,-1.0,0.45692592592592574,,ETo
2024-06-24,90,ndvi,71,CA_249783,69,0.08,0.24,0.14,0.02,-0.01,0.40435185185185213,,ETo
2024-06-24,90,ndvi,72,CA_249856,69,0.2,0.57,-0.36,-0.19,-1.0,0.46703703703703764,,ETo
2024-06-24,90,ndvi,73,CA_249946,61,0.23,0.62,-0.29,-0.23,-1.0,0.44459259259259243,,ETo
2024-06-24,90,ndvi,74,CA_250212,69,0.08,0.21,0.63,-0.02,0.2,0.4227777777777777,,ETo
2024-06-24,90,ndvi,75,CA_250290,69,0.07,0.15,0.72,0.05,0.35,0.25255555555555587,,ETo
2024-06-24,90,ndvi,76,CA_250502,47,0.29,0.73,-0.89,-0.29,-1.0,0.38266666666666715,,ETo
2024-06-24,90,ndvi,77,CA_251400,47,0.14,0.33,-0.31,-0.02,-0.4,0.5265925925925926,,ETo
2024-06-24,90,ndvi,78,CA_252567,47,0.23,0.54,-0.15,-0.23,-1.0,0.387518518518519,,ETo
2024-06-24,90,ndvi,79,CA_252577,47,0.28,0.73,-0.88,-0.28,-1.0,0.4432962962962967,,ETo
2024-06-24,90,ndvi,80,CA_252621,47,0.11,0.3,0.33,0.09,-0.45,0.4659259259259259,,ETo
2024-06-24,90,ndvi,81,CA_253072,47,0.28,0.74,-0.87,-0.28,-1.0,0.4655925925925928,,ETo
2024-06-24,90,ndvi,82,CA_253554,47,0.13,0.3,-0.78,-0.03,-0.53,0.43929629629629635,,ETo
2024-06-24,90,ndvi,83,CA_253625,47,0.09,0.23,0.78,-0.08,-0.26,0.37172222222222234,,ETo
2024-06-24,90,ndvi,84,CA_253715,47,0.08,0.18,0.75,-0.02,0.2,0.36461111111111144,,ETo
2024-06-24,90,ndvi,85,CA_253873,47,0.12,0.28,-0.62,-0.02,-0.88,0.4007407407407408,,ETo
2024-06-24,90,ndvi,86,CA_254360,47,0.27,0.7,-0.89,-0.27,-1.0,0.37575925925925907,,ETo
2024-06-24,90,ndvi,87,CA_254518,47,0.1,0.24,0.8,-0.08,-0.11,0.41274074074074063,,ETo
2024-06-24,90,ndvi,88,CA_254559,47,0.08,0.19,0.68,-0.02,0.32,0.430592592592592,,ETo
2024-06-24,90,ndvi,89,CA_254644,47,0.29,0.74,-0.87,-0.29,-1.0,0.37738888888888916,,ETo
2024-06-24,90,ndvi,90,CA_254907,47,0.2,0.53,-0.57,-0.2,-1.0,0.39746296296296285,,ETo
2024-06-24,90,ndvi,91,CA_255156,47,0.1,0.24,0.79,-0.07,0.11,0.4484629629629631,,ETo
2024-06-24,90,ndvi,92,CA_255325,47,0.28,0.72,-0.8,-0.28,-1.0,0.43353703703703744,,ETo
2024-06-24,90,ndvi,93,CA_255613,47,0.3,0.76,-0.82,-0.3,-1.0,0.467870370370371,,ETo
2024-06-24,90,ndvi,94,CA_256638,47,0.09,0.25,-0.49,-0.01,-0.08,0.3937407407407402,,ETo
2024-06-24,90,ndvi,95,CA_257473,47,0.31,0.78,-0.78,-0.31,-1.0,0.5028518518518518,,ETo
