forecasting_date,match_window,match_variable,level_3,field_id,crop,mae,rmse,corr,bias,skill_score,variable
2024-06-17,60,ndvi,34,CA_37400,61,0.43,0.35,1.0,-0.43,0.58,ETof
2024-06-17,60,ndvi,35,CA_37674,47,0.23,0.21,-0.78,0.23,-1.0,ETof
2024-06-17,60,ndvi,36,CA_37683,61,0.37,0.25,0.83,-0.37,0.37,ETof
2024-06-17,60,ndvi,37,CA_37890,241,0.08,0.08,0.85,-0.08,0.57,ETof
2024-06-17,60,ndvi,38,CA_38650,47,0.7,0.55,0.99,0.7,0.04,ETof
2024-06-17,60,ndvi,39,CA_38734,204,0.49,0.42,-0.97,-0.49,-1.0,ETof
2024-06-17,60,ndvi,40,CA_38912,69,0.01,0.01,0.99,-0.0,1.0,ETof
2024-06-17,60,ndvi,41,CA_39031,69,0.1,0.09,0.64,0.1,0.92,ETof
2024-06-17,60,ndvi,42,CA_39032,69,0.15,0.13,-0.81,-0.15,-0.6,ETof
2024-06-17,60,ndvi,43,CA_39770,69,0.13,0.13,-0.83,-0.09,-0.53,ETof
2024-06-17,60,ndvi,44,CA_40009,69,0.47,0.43,-0.99,0.47,-1.0,ETof
2024-06-17,60,ndvi,45,CA_41244,69,0.09,0.1,1.0,-0.07,0.87,ETof
2024-06-17,60,ndvi,46,CA_41458,69,0.38,0.34,0.99,0.38,-0.54,ETof
2024-06-17,60,ndvi,47,CA_41682,69,0.03,0.02,-0.68,-0.03,0.95,ETof
2024-06-17,60,ndvi,48,CA_42021,69,0.05,0.04,-0.99,-0.03,0.73,ETof
2024-06-17,60,ndvi,49,CA_42143,69,0.29,0.24,-0.94,0.29,-1.0,ETof
2024-06-17,60,ndvi,50,CA_298397,75,0.32,0.76,-0.04,-0.32,-1.0,ETo
2024-06-17,60,ndvi,51,CA_299395,75,0.32,0.74,-0.19,-0.32,-1.0,ETo
2024-06-17,60,ndvi,52,CA_299467,75,0.12,0.32,-0.22,-0.01,-1.0,ETo
2024-06-17,60,ndvi,53,CA_300271,75,0.14,0.34,-0.4,-0.1,-0.23,ETo
2024-06-17,60,ndvi,54,CA_300581,75,0.36,0.83,-0.54,-0.36,-1.0,ETo
2024-06-17,60,ndvi,55,CA_300893,75,0.32,0.77,-0.53,-0.32,-1.0,ETo
2024-06-17,60,ndvi,56,CA_301734,75,0.21,0.5,0.37,-0.21,-1.0,ETo
2024-06-17,60,ndvi,57,CA_301986,75,0.12,0.33,-0.48,-0.06,-0.39,ETo
2024-06-17,60,ndvi,58,CA_302388,75,0.32,0.76,-0.55,-0.32,-1.0,ETo
2024-06-17,60,ndvi,59,CA_302578,75,0.1,0.25,0.56,0.04,0.03,ETo
2024-06-17,60,ndvi,60,CA_302669,72,0.37,0.85,-0.2,-0.37,-1.0,ETo
2024-06-17,60,ndvi,61,CA_303433,72,0.32,0.76,-0.52,-0.32,-1.0,ETo
2024-06-17,60,ndvi,62,CA_303972,47,0.35,0.82,-0.49,-0.35,-1.0,ETo
2024-06-17,60,ndvi,63,CA_304258,72,0.1,0.25,0.37,0.04,-0.05,ETo
2024-06-17,60,ndvi,64,CA_304688,72,0.35,0.8,-0.46,-0.35,-1.0,ETo
2024-06-17,60,ndvi,65,CA_305684,204,0.13,0.32,0.83,0.08,0.52,ETo
2024-06-17,60,ndvi,66,CA_306027,204,0.14,0.4,-0.52,-0.11,-0.58,ETo
2024-06-17,60,ndvi,67,CA_306521,204,0.28,0.75,-0.66,-0.28,-1.0,ETo
2024-06-17,60,ndvi,68,CA_307370,204,0.1,0.24,-0.26,-0.04,-0.03,ETo
2024-06-17,60,ndvi,69,CA_307376,204,0.11,0.28,0.53,-0.09,-0.39,ETo
2024-06-17,60,ndvi,70,CA_307472,204,0.1,0.31,-0.45,0.05,-0.75,ETo
2024-06-17,60,ndvi,71,CA_307774,204,0.15,0.35,0.7,-0.05,-0.0,ETo
2024-06-17,60,ndvi,72,CA_32080,75,0.07,0.2,-0.37,-0.01,-1.0,ETo
2024-06-17,60,ndvi,73,CA_32260,61,0.09,0.28,0.36,0.02,-1.0,ETo
2024-06-17,60,ndvi,74,CA_32418,47,0.3,0.69,-0.34,-0.3,-1.0,ETo
2024-06-17,60,ndvi,75,CA_32637,47,0.11,0.28,-0.35,0.04,-1.0,ETo
2024-06-17,60,ndvi,76,CA_32667,61,0.13,0.32,0.49,-0.01,-1.0,ETo
2024-06-17,60,ndvi,77,CA_35772,36,0.12,0.31,0.22,-0.01,-1.0,ETo
2024-06-17,60,ndvi,78,CA_36095,61,0.13,0.36,-0.38,-0.02,-1.0,ETo
2024-06-17,60,ndvi,79,CA_36121,47,0.31,0.69,-0.08,-0.31,-1.0,ETo
2024-06-17,60,ndvi,80,CA_36281,61,0.34,0.74,-0.11,-0.34,-1.0,ETo
2024-06-17,60,ndvi,81,CA_36850,61,0.34,0.75,-0.12,-0.34,-1.0,ETo
2024-06-17,60,ndvi,82,CA_36898,37,0.13,0.32,-0.02,0.1,-1.0,ETo
2024-06-17,60,ndvi,83,CA_36982,241,0.12,0.3,0.49,-0.06,-1.0,ETo
2024-06-17,60,ndvi,84,CA_37400,61,0.34,0.75,-0.34,-0.34,-1.0,ETo
2024-06-17,60,ndvi,85,CA_37674,47,0.15,0.37,-0.24,-0.14,-1.0,ETo
2024-06-17,60,ndvi,86,CA_37683,61,0.09,0.31,0.36,0.06,-1.0,ETo
2024-06-17,60,ndvi,87,CA_37890,241,0.08,0.23,-0.36,-0.0,-0.63,ETo
2024-06-17,60,ndvi,88,CA_38650,47,0.11,0.29,0.51,-0.01,-1.0,ETo
2024-06-17,60,ndvi,89,CA_38734,204,0.1,0.27,0.29,-0.01,-1.0,ETo
2024-06-17,60,ndvi,90,CA_38912,69,0.1,0.28,0.3,0.01,-1.0,ETo
2024-06-17,60,ndvi,91,CA_39031,69,0.1,0.28,0.31,0.0,-1.0,ETo
2024-06-17,60,ndvi,92,CA_39032,69,0.08,0.23,-0.19,0.02,-0.84,ETo
2024-06-17,60,ndvi,93,CA_39770,69,0.31,0.73,-0.05,-0.31,-1.0,ETo
2024-06-17,60,ndvi,94,CA_40009,69,0.32,0.72,-0.38,-0.32,-1.0,ETo
2024-06-17,60,ndvi,95,CA_41244,69,0.11,0.24,-0.57,-0.06,-0.27,ETo
2024-06-17,60,ndvi,96,CA_41458,69,0.08,0.21,0.53,-0.01,-1.0,ETo
2024-06-17,60,ndvi,97,CA_41682,69,0.08,0.22,-0.41,-0.02,-0.48,ETo
2024-06-17,60,ndvi,98,CA_42021,69,0.11,0.32,0.13,0.0,-1.0,ETo
2024-06-17,60,ndvi,99,CA_42143,69,0.09,0.24,0.6,0.04,-1.0,ETo
2024-06-17,60,ndvi,100,CA_298397,75,2.02,2.86,0.95,-2.02,-0.12,ET
2024-06-17,60,ndvi,101,CA_299395,75,0.18,0.4,0.34,-0.18,0.82,ET
2024-06-17,60,ndvi,102,CA_299467,75,0.23,0.52,-0.34,0.23,-1.0,ET
2024-06-17,60,ndvi,103,CA_300271,75,0.19,0.31,0.86,0.19,0.31,ET
2024-06-17,60,ndvi,104,CA_300581,75,0.48,0.95,-0.73,-0.48,0.07,ET
2024-06-17,60,ndvi,105,CA_300893,75,0.19,0.44,-0.27,-0.17,0.6,ET
2024-06-17,60,ndvi,106,CA_301734,75,0.14,0.3,-0.65,-0.11,0.27,ET
2024-06-17,60,ndvi,107,CA_301986,75,0.13,0.27,0.83,-0.1,-1.0,ET
2024-06-17,60,ndvi,108,CA_302388,75,0.17,0.23,-0.72,-0.14,0.88,ET
2024-06-17,60,ndvi,109,CA_302578,75,0.08,0.18,0.51,0.02,0.3,ET
2024-06-17,60,ndvi,110,CA_302669,72,0.09,0.17,0.93,-0.02,0.85,ET
2024-06-17,60,ndvi,111,CA_303433,72,0.11,0.21,-0.56,-0.0,0.97,ET
2024-06-17,60,ndvi,112,CA_303972,47,0.13,0.23,-0.29,-0.09,0.32,ET
2024-06-17,60,ndvi,113,CA_304258,72,0.08,0.22,0.13,-0.04,0.01,ET
2024-06-17,60,ndvi,114,CA_304688,72,0.07,0.2,-0.37,0.04,-0.46,ET
2024-06-17,60,ndvi,115,CA_305684,204,0.13,0.3,0.83,-0.12,0.72,ET
2024-06-17,60,ndvi,116,CA_306027,204,0.2,0.43,-0.55,-0.2,0.54,ET
2024-06-17,60,ndvi,117,CA_306521,204,0.39,0.8,-0.66,-0.39,0.68,ET
2024-06-17,60,ndvi,118,CA_307370,204,0.05,0.18,-0.06,0.05,-0.25,ET
2024-06-17,60,ndvi,119,CA_307376,204,0.12,0.24,-0.74,0.12,0.58,ET
2024-06-17,60,ndvi,120,CA_307472,204,0.25,0.51,-0.46,-0.24,0.7,ET
2024-06-17,60,ndvi,121,CA_307774,204,0.15,0.35,0.72,0.15,-0.89,ET
2024-06-17,60,ndvi,122,CA_32080,75,1.56,2.21,-0.84,1.56,-0.22,ET
2024-06-17,60,ndvi,123,CA_32260,61,0.83,1.34,0.63,-0.83,-1.0,ET
2024-06-17,60,ndvi,124,CA_32418,47,0.48,0.83,0.91,-0.48,-1.0,ET
2024-06-17,60,ndvi,125,CA_32637,47,0.12,0.28,-0.5,0.0,-1.0,ET
2024-06-17,60,ndvi,126,CA_32667,61,0.15,0.33,0.3,-0.12,-0.55,ET
2024-06-17,60,ndvi,127,CA_35772,36,0.29,0.57,0.3,-0.29,0.13,ET
2024-06-17,60,ndvi,128,CA_36095,61,0.27,0.53,-0.97,0.27,0.77,ET
2024-06-17,60,ndvi,129,CA_36121,47,0.36,0.75,0.07,-0.36,0.64,ET
2024-06-17,60,ndvi,130,CA_36281,61,0.28,0.51,0.24,-0.28,0.89,ET
2024-06-17,60,ndvi,131,CA_36850,61,0.23,0.41,-0.63,-0.18,0.58,ET
2024-06-17,60,ndvi,132,CA_36898,37,0.82,1.42,-0.02,0.82,-1.0,ET
2024-06-17,60,ndvi,133,CA_36982,241,0.47,0.88,0.83,-0.47,-1.0,ET
2024-06-17,60,ndvi,134,CA_37400,61,0.97,1.64,0.91,-0.97,0.38,ET
2024-06-17,60,ndvi,135,CA_37674,47,0.35,0.61,-0.94,0.35,-1.0,ET
2024-06-17,60,ndvi,136,CA_37683,61,0.68,0.93,0.79,-0.68,0.34,ET
2024-06-17,60,ndvi,137,CA_37890,241,0.15,0.34,-0.14,-0.14,0.62,ET
2024-06-17,60,ndvi,138,CA_38650,47,1.72,2.36,-0.79,1.72,0.04,ET
2024-06-17,60,ndvi,139,CA_38734,204,1.13,1.75,-0.97,-1.13,-1.0,ET
2024-06-17,60,ndvi,140,CA_38912,69,0.12,0.29,0.19,0.0,0.74,ET
2024-06-17,60,ndvi,141,CA_39031,69,0.23,0.41,-0.51,0.23,0.88,ET
2024-06-17,60,ndvi,142,CA_39032,69,0.28,0.48,-0.11,-0.28,-0.11,ET
2024-06-17,60,ndvi,143,CA_39770,69,0.41,0.79,0.96,-0.41,-1.0,ET
2024-06-17,60,ndvi,144,CA_40009,69,0.47,0.9,0.09,0.47,-1.0,ET
2024-06-17,60,ndvi,145,CA_41244,69,0.2,0.39,0.87,-0.2,0.9,ET
2024-06-17,60,ndvi,146,CA_41458,69,0.73,1.31,0.88,0.73,-0.78,ET
2024-06-17,60,ndvi,147,CA_41682,69,0.08,0.12,-0.77,-0.07,0.89,ET
2024-06-17,60,ndvi,148,CA_42021,69,0.18,0.38,-0.08,-0.04,-1.0,ET
2024-06-17,60,ndvi,149,CA_42143,69,0.54,0.91,0.85,0.54,-1.0,ET
2024-06-17,90,None,0,CA_298397,75,0.91,0.64,0.99,-0.91,-0.04,ETof
2024-06-17,90,None,1,CA_299395,75,0.1,0.12,0.83,0.1,0.73,ETof
2024-06-17,90,None,2,CA_299467,75,0.13,0.12,1.0,0.13,-1.0,ETof
2024-06-17,90,None,3,CA_300271,75,0.12,0.08,0.7,0.12,0.43,ETof
2024-06-17,90,None,4,CA_300581,75,0.04,0.05,-0.22,-0.04,0.96,ETof
2024-06-17,90,None,5,CA_300893,75,0.09,0.09,-0.98,0.09,0.57,ETof
2024-06-17,90,None,6,CA_301734,75,0.07,0.06,0.86,0.07,-1.0,ETof
2024-06-17,90,None,7,CA_301986,75,0.17,0.12,0.98,0.17,-1.0,ETof
2024-06-17,90,None,8,CA_302388,75,0.05,0.03,-0.74,0.05,0.96,ETof
2024-06-17,90,None,9,CA_302578,75,0.01,0.01,0.65,-0.01,0.92,ETof
2024-06-17,90,None,10,CA_302669,72,0.23,0.19,0.96,0.23,-1.0,ETof
2024-06-17,90,None,11,CA_303433,72,0.14,0.11,-0.7,0.14,0.89,ETof
2024-06-17,90,None,12,CA_303972,47,0.12,0.1,0.99,0.12,-1.0,ETof
2024-06-17,90,None,13,CA_304258,72,0.04,0.04,-1.0,0.04,-1.0,ETof
2024-06-17,90,None,14,CA_304688,72,0.03,0.03,0.73,-0.03,0.5,ETof
2024-06-17,90,None,15,CA_305684,204,0.01,0.01,-0.94,0.01,0.99,ETof
2024-06-17,90,None,16,CA_306027,204,0.02,0.02,0.33,0.02,0.98,ETof
2024-06-17,90,None,17,CA_306521,204,0.22,0.2,-0.96,-0.22,0.71,ETof
2024-06-17,90,None,18,CA_307370,204,0.11,0.12,-0.88,0.11,-1.0,ETof
2024-06-17,90,None,19,CA_307376,204,0.13,0.09,0.63,0.13,0.33,ETof
2024-06-17,90,None,20,CA_307472,204,0.29,0.26,0.98,-0.29,-0.35,ETof
2024-06-17,90,None,21,CA_307774,204,0.02,0.02,0.97,0.02,-1.0,ETof
2024-06-17,90,None,22,CA_32080,75,0.82,0.55,-0.98,0.82,0.05,ETof
2024-06-17,90,None,23,CA_32260,61,0.39,0.27,0.99,-0.39,-0.28,ETof
2024-06-17,90,None,24,CA_32418,47,0.13,0.13,-0.99,-0.05,-0.27,ETof
2024-06-17,90,None,25,CA_32637,47,0.06,0.06,-1.0,-0.06,-1.0,ETof
2024-06-17,90,None,26,CA_32667,61,0.03,0.03,0.99,0.03,0.92,ETof
2024-06-17,90,None,27,CA_35772,36,0.17,0.14,-0.51,-0.17,-0.15,ETof
2024-06-17,90,None,28,CA_36095,61,0.15,0.16,-1.0,0.15,0.68,ETof
2024-06-17,90,None,29,CA_36121,47,0.05,0.05,0.99,-0.05,0.98,ETof
2024-06-17,90,None,30,CA_36281,61,0.04,0.04,1.0,0.04,0.99,ETof
2024-06-17,90,None,31,CA_36850,61,0.28,0.23,0.96,0.28,-0.48,ETof
2024-06-17,90,None,32,CA_36898,37,0.41,0.35,-1.0,0.41,-1.0,ETof
2024-06-17,90,None,33,CA_36982,241,0.23,0.21,0.99,-0.23,-1.0,ETof
2024-06-17,90,None,34,CA_37400,61,0.43,0.35,1.0,-0.43,0.58,ETof
2024-06-17,90,None,35,CA_37674,47,0.1,0.1,-0.78,0.1,-0.54,ETof
2024-06-17,90,None,36,CA_37683,61,0.37,0.25,0.83,-0.37,0.37,ETof
2024-06-17,90,None,37,CA_37890,241,0.05,0.05,0.65,0.05,0.82,ETof
2024-06-17,90,None,38,CA_38650,47,0.7,0.55,0.99,0.7,0.04,ETof
2024-06-17,90,None,39,CA_38734,204,0.36,0.32,-1.0,0.36,-1.0,ETof
2024-06-17,90,None,40,CA_38912,69,0.11,0.1,-0.98,0.11,0.65,ETof
2024-06-17,90,None,41,CA_39031,69,0.08,0.06,0.99,0.08,0.96,ETof
2024-06-17,90,None,42,CA_39032,69,0.02,0.02,-0.61,0.0,0.94,ETof
2024-06-17,90,None,43,CA_39770,69,0.13,0.13,-0.83,-0.09,-0.53,ETof
2024-06-17,90,None,44,CA_40009,69,0.13,0.13,-0.95,-0.13,-1.0,ETof
2024-06-17,90,None,45,CA_41244,69,0.09,0.1,1.0,-0.07,0.87,ETof
2024-06-17,90,None,46,CA_41458,69,0.28,0.26,0.01,-0.28,0.14,ETof
2024-06-17,90,None,47,CA_41682,69,0.03,0.02,-0.68,-0.03,0.95,ETof
2024-06-17,90,None,48,CA_42021,69,0.05,0.04,-0.99,-0.03,0.73,ETof
2024-06-17,90,None,49,CA_42143,69,0.19,0.16,1.0,0.19,-1.0,ETof
2024-06-17,90,None,50,CA_298397,75,0.15,0.37,-0.0,-0.07,-0.54,ETo
2024-06-17,90,None,51,CA_299395,75,0.12,0.32,-0.18,-0.01,-1.0,ETo
2024-06-17,90,None,52,CA_299467,75,0.12,0.32,-0.22,-0.01,-1.0,ETo
2024-06-17,90,None,53,CA_300271,75,0.12,0.34,-0.66,0.04,-0.24,ETo
2024-06-17,90,None,54,CA_300581,75,0.1,0.3,-0.58,0.04,-0.42,ETo
2024-06-17,90,None,55,CA_300893,75,0.12,0.37,-0.69,0.04,-0.75,ETo
2024-06-17,90,None,56,CA_301734,75,0.1,0.3,-0.58,0.04,-0.42,ETo
2024-06-17,90,None,57,CA_301986,75,0.14,0.38,-0.74,0.05,-0.85,ETo
2024-06-17,90,None,58,CA_302388,75,0.12,0.36,-0.7,0.05,-0.91,ETo
2024-06-17,90,None,59,CA_302578,75,0.19,0.45,-0.81,0.12,-1.0,ETo
2024-06-17,90,None,60,CA_302669,72,0.12,0.29,-0.07,-0.06,-0.6,ETo
2024-06-17,90,None,61,CA_303433,72,0.13,0.36,-0.7,0.06,-0.59,ETo
2024-06-17,90,None,62,CA_303972,47,0.11,0.34,-0.58,0.02,-0.51,ETo
2024-06-17,90,None,63,CA_304258,72,0.16,0.4,-0.75,0.1,-1.0,ETo
2024-06-17,90,None,64,CA_304688,72,0.11,0.36,-0.51,0.1,-1.0,ETo
2024-06-17,90,None,65,CA_305684,204,0.14,0.35,0.72,-0.02,0.45,ETo
2024-06-17,90,None,66,CA_306027,204,0.14,0.39,-0.76,0.03,-0.49,ETo
2024-06-17,90,None,67,CA_306521,204,0.22,0.51,-0.91,0.09,-0.86,ETo
2024-06-17,90,None,68,CA_307370,204,0.1,0.31,-0.45,0.05,-0.71,ETo
2024-06-17,90,None,69,CA_307376,204,0.1,0.31,-0.45,0.05,-0.71,ETo
2024-06-17,90,None,70,CA_307472,204,0.1,0.31,-0.45,0.05,-0.75,ETo
2024-06-17,90,None,71,CA_307774,204,0.17,0.45,-0.81,0.04,-0.62,ETo
2024-06-17,90,None,72,CA_32080,75,0.07,0.2,-0.37,-0.01,-1.0,ETo
2024-06-17,90,None,73,CA_32260,61,0.07,0.21,-0.42,-0.01,-0.73,ETo
2024-06-17,90,None,74,CA_32418,47,0.14,0.35,-0.43,-0.05,-1.0,ETo
2024-06-17,90,None,75,CA_32637,47,0.08,0.23,-0.46,-0.02,-0.78,ETo
2024-06-17,90,None,76,CA_32667,61,0.12,0.31,-0.3,-0.02,-1.0,ETo
2024-06-17,90,None,77,CA_35772,36,0.08,0.21,-0.33,-0.02,-0.43,ETo
2024-06-17,90,None,78,CA_36095,61,0.13,0.36,-0.38,-0.02,-1.0,ETo
2024-06-17,90,None,79,CA_36121,47,0.13,0.36,-0.35,-0.03,-1.0,ETo
2024-06-17,90,None,80,CA_36281,61,0.08,0.21,-0.22,0.0,-0.56,ETo
2024-06-17,90,None,81,CA_36850,61,0.08,0.23,-0.42,-0.0,-0.6,ETo
2024-06-17,90,None,82,CA_36898,37,0.08,0.23,-0.37,0.0,-0.71,ETo
2024-06-17,90,None,83,CA_36982,241,0.08,0.23,-0.42,-0.0,-0.6,ETo
2024-06-17,90,None,84,CA_37400,61,0.08,0.22,-0.55,-0.03,-0.84,ETo
2024-06-17,90,None,85,CA_37674,47,0.1,0.3,-0.3,-0.0,-1.0,ETo
2024-06-17,90,None,86,CA_37683,61,0.07,0.21,-0.38,-0.01,-0.72,ETo
2024-06-17,90,None,87,CA_37890,241,0.1,0.3,-0.4,-0.01,-1.0,ETo
2024-06-17,90,None,88,CA_38650,47,0.12,0.33,-0.37,-0.02,-1.0,ETo
2024-06-17,90,None,89,CA_38734,204,0.11,0.32,-0.39,-0.0,-1.0,ETo
2024-06-17,90,None,90,CA_38912,69,0.1,0.3,-0.28,0.02,-1.0,ETo
2024-06-17,90,None,91,CA_39031,69,0.09,0.28,-0.27,0.01,-1.0,ETo
2024-06-17,90,None,92,CA_39032,69,0.1,0.3,-0.3,-0.0,-1.0,ETo
2024-06-17,90,None,93,CA_39770,69,0.13,0.33,-0.02,-0.05,-0.64,ETo
2024-06-17,90,None,94,CA_40009,69,0.13,0.34,-0.44,-0.04,-1.0,ETo
2024-06-17,90,None,95,CA_41244,69,0.14,0.36,-0.75,-0.03,-1.0,ETo
2024-06-17,90,None,96,CA_41458,69,0.12,0.32,-0.57,0.01,-1.0,ETo
2024-06-17,90,None,97,CA_41682,69,0.08,0.22,-0.41,-0.02,-0.48,ETo
2024-06-17,90,None,98,CA_42021,69,0.12,0.32,-0.23,-0.01,-1.0,ETo
2024-06-17,90,None,99,CA_42143,69,0.1,0.3,-0.3,0.02,-1.0,ETo
2024-06-17,90,None,100,CA_298397,75,2.02,2.86,0.95,-2.02,-0.12,ET
2024-06-17,90,None,101,CA_299395,75,0.18,0.4,0.34,-0.18,0.82,ET
2024-06-17,90,None,102,CA_299467,75,0.45,0.96,-0.51,-0.44,-1.0,ET
2024-06-17,90,None,103,CA_300271,75,0.2,0.32,0.82,0.2,0.27,ET
2024-06-17,90,None,104,CA_300581,75,0.14,0.32,-0.82,-0.03,0.89,ET
2024-06-17,90,None,105,CA_300893,75,0.08,0.21,-0.03,-0.01,0.91,ET
2024-06-17,90,None,106,CA_301734,75,0.14,0.3,-0.65,-0.11,0.27,ET
2024-06-17,90,None,107,CA_301986,75,0.13,0.27,0.83,-0.1,-1.0,ET
2024-06-17,90,None,108,CA_302388,75,0.17,0.23,-0.72,-0.14,0.88,ET
2024-06-17,90,None,109,CA_302578,75,0.11,0.21,0.78,-0.1,0.03,ET
2024-06-17,90,None,110,CA_302669,72,0.2,0.35,-0.51,0.0,0.33,ET
2024-06-17,90,None,111,CA_303433,72,0.11,0.21,-0.56,-0.0,0.97,ET
2024-06-17,90,None,112,CA_303972,47,0.07,0.15,0.44,-0.04,0.71,ET
2024-06-17,90,None,113,CA_304258,72,0.12,0.31,-0.67,0.0,-1.0,ET
2024-06-17,90,None,114,CA_304688,72,0.08,0.21,0.03,0.07,-0.6,ET
2024-06-17,90,None,115,CA_305684,204,0.13,0.3,0.83,-0.12,0.72,ET
2024-06-17,90,None,116,CA_306027,204,0.06,0.13,0.86,-0.02,0.96,ET
2024-06-17,90,None,117,CA_306521,204,0.39,0.8,-0.66,-0.39,0.68,ET
2024-06-17,90,None,118,CA_307370,204,0.1,0.24,-0.18,-0.06,-1.0,ET
2024-06-17,90,None,119,CA_307376,204,0.19,0.33,-0.62,0.19,0.18,ET
2024-06-17,90,None,120,CA_307472,204,0.47,0.88,-0.74,-0.47,0.08,ET
2024-06-17,90,None,121,CA_307774,204,0.1,0.21,0.59,0.04,0.32,ET
2024-06-17,90,None,122,CA_32080,75,1.78,2.52,0.88,1.78,-0.59,ET
2024-06-17,90,None,123,CA_32260,61,0.62,1.03,-0.79,-0.62,-0.41,ET
2024-06-17,90,None,124,CA_32418,47,0.08,0.15,0.9,-0.01,0.84,ET
2024-06-17,90,None,125,CA_32637,47,0.19,0.45,-0.57,-0.15,-1.0,ET
2024-06-17,90,None,126,CA_32667,61,0.18,0.41,-0.09,0.18,-1.0,ET
2024-06-17,90,None,127,CA_35772,36,0.11,0.25,0.11,-0.1,0.84,ET
2024-06-17,90,None,128,CA_36095,61,0.15,0.31,0.93,0.15,0.92,ET
2024-06-17,90,None,129,CA_36121,47,0.16,0.37,-0.15,-0.12,0.91,ET
2024-06-17,90,None,130,CA_36281,61,0.28,0.51,0.24,-0.28,0.89,ET
2024-06-17,90,None,131,CA_36850,61,0.46,0.83,-0.75,0.46,-0.73,ET
2024-06-17,90,None,132,CA_36898,37,0.26,0.51,-0.23,0.26,-1.0,ET
2024-06-17,90,None,133,CA_36982,241,0.67,1.28,-0.89,-0.67,-1.0,ET
2024-06-17,90,None,134,CA_37400,61,0.97,1.64,0.91,-0.97,0.38,ET
2024-06-17,90,None,135,CA_37674,47,0.22,0.46,-0.64,0.2,-1.0,ET
2024-06-17,90,None,136,CA_37683,61,0.68,0.93,0.79,-0.68,0.34,ET
2024-06-17,90,None,137,CA_37890,241,0.19,0.43,-0.13,-0.17,0.41,ET
2024-06-17,90,None,138,CA_38650,47,0.23,0.34,-0.93,0.23,0.98,ET
2024-06-17,90,None,139,CA_38734,204,0.08,0.15,0.97,-0.05,0.97,ET
2024-06-17,90,None,140,CA_38912,69,0.13,0.3,-0.06,-0.1,0.74,ET
2024-06-17,90,None,141,CA_39031,69,0.23,0.41,-0.51,0.23,0.88,ET
2024-06-17,90,None,142,CA_39032,69,0.13,0.25,0.14,-0.13,0.69,ET
2024-06-17,90,None,143,CA_39770,69,0.41,0.79,0.96,-0.41,-1.0,ET
2024-06-17,90,None,144,CA_40009,69,0.47,0.9,0.09,0.47,-1.0,ET
2024-06-17,90,None,145,CA_41244,69,0.2,0.39,0.87,-0.2,0.9,ET
2024-06-17,90,None,146,CA_41458,69,1.09,1.94,0.92,1.09,-1.0,ET
2024-06-17,90,None,147,CA_41682,69,0.08,0.12,-0.77,-0.07,0.89,ET
2024-06-17,90,None,148,CA_42021,69,0.18,0.38,-0.08,-0.04,-1.0,ET
2024-06-17,90,None,149,CA_42143,69,0.36,0.62,0.85,0.36,-1.0,ET
2024-06-17,90,ndvi,0,CA_298397,75,0.91,0.64,0.99,-0.91,-0.04,ETof
2024-06-17,90,ndvi,1,CA_299395,75,0.1,0.12,0.83,0.1,0.73,ETof
2024-06-17,90,ndvi,2,CA_299467,75,0.13,0.12,1.0,0.13,-1.0,ETof
2024-06-17,90,ndvi,3,CA_300271,75,0.05,0.04,0.75,0.05,0.84,ETof
2024-06-17,90,ndvi,4,CA_300581,75,0.12,0.1,0.11,-0.12,0.79,ETof
2024-06-17,90,ndvi,5,CA_300893,75,0.09,0.09,-0.98,0.09,0.57,ETof
2024-06-17,90,ndvi,6,CA_301734,75,0.07,0.06,0.86,0.07,-1.0,ETof
2024-06-17,90,ndvi,7,CA_301986,75,0.02,0.02,0.98,-0.02,0.5,ETof
2024-06-17,90,ndvi,8,CA_302388,75,0.05,0.03,-0.74,0.05,0.96,ETof
2024-06-17,90,ndvi,9,CA_302578,75,0.03,0.03,0.0,0.03,-0.9,ETof
2024-06-17,90,ndvi,10,CA_302669,72,0.23,0.19,0.96,0.23,-1.0,ETof
2024-06-17,90,ndvi,11,CA_303433,72,0.14,0.11,-0.7,0.14,0.89,ETof
2024-06-17,90,ndvi,12,CA_303972,47,0.12,0.1,0.99,0.12,-1.0,ETof
2024-06-17,90,ndvi,13,CA_304258,72,0.04,0.04,0.99,-0.04,-1.0,ETof
2024-06-17,90,ndvi,14,CA_304688,72,0.23,0.21,-0.7,0.23,-1.0,ETof
2024-06-17,90,ndvi,15,CA_305684,204,0.01,0.01,-0.94,0.01,0.99,ETof
2024-06-17,90,ndvi,16,CA_306027,204,0.07,0.06,0.17,-0.07,0.81,ETof
2024-06-17,90,ndvi,17,CA_306521,204,0.09,0.08,0.98,-0.09,0.95,ETof
2024-06-17,90,ndvi,18,CA_307370,204,0.02,0.02,0.88,-0.02,0.26,ETof
2024-06-17,90,ndvi,19,CA_307376,204,0.12,0.1,0.62,0.12,0.29,ETof
2024-06-17,90,ndvi,20,CA_307472,204,0.29,0.26,0.98,-0.29,-0.35,ETof
2024-06-17,90,ndvi,21,CA_307774,204,0.02,0.02,0.97,0.02,-1.0,ETof
2024-06-17,90,ndvi,22,CA_32080,75,0.81,0.54,0.98,0.81,0.07,ETof
2024-06-17,90,ndvi,23,CA_32260,61,0.58,0.4,0.96,-0.58,-1.0,ETof
2024-06-17,90,ndvi,24,CA_32418,47,0.05,0.05,0.93,0.01,0.83,ETof
